customer_id,app_version,phone_model,customer_signed_up_at_local_time,num_days_between_signup_and_first_ride,has_completed_in_app_safety_quiz
4303920,4.0.7,iPhone 12 Pro Max,2023-09-09 13:57:33,0,false
4089859,4.0.7,iPhone SE 2nd gen,2023-07-20 10:24:40,0,false
2326123,4.0.7,unrecognized latest gen,2021-08-29 16:51:30,1,false
4318561,4.0.8,G33,2023-09-14 08:42:23,1,false
4347171,4.0.8,T767W,2023-09-22 18:39:29,0,false
4290454,4.0.8,B131DL,2023-09-04 22:25:35,3,false
4322969,4.0.8,BE2026,2023-09-15 19:06:26,5,false
1998903,4.0.8,HD1905,2021-05-22 11:52:21,0,false
4297535,4.0.8,T602DL,2023-09-07 19:42:33,0,false
4293336,4.0.8,U318AA,2023-09-06 00:06:23,0,false
4294183,4.0.8,U696CL,2023-09-06 14:12:14,3,false
4303957,4.0.8,JSN-L23,2023-09-09 14:03:46,0,false
4333112,4.0.8,LM-V600,2023-09-17 11:00:45,0,false
2063309,4.0.8,Pixel 6,2021-06-09 20:28:51,2,false
1401238,4.0.8,Pixel 7,2019-11-24 20:58:13,1007,false
3161856,4.0.8,Pixel 7,2022-08-06 15:26:45,404,false
3725608,4.0.8,RMX1921,2023-04-20 21:31:20,51,false
4332926,4.0.8,Pixel 3a,2023-09-17 09:01:10,0,false
4275543,4.0.8,Pixel 6a,2023-09-02 17:37:49,2,false
4309530,4.0.8,Pixel 7a,2023-09-10 14:07:49,1,false
4318646,4.0.8,SM-A037U,2023-09-14 10:06:16,0,false
3930032,4.0.8,SM-A037U,2023-06-17 14:06:27,0,false
4281629,4.0.8,SM-A037U,2023-09-03 13:32:20,0,false
2621077,4.0.8,SM-A037U,2022-01-09 12:03:00,0,false
4292109,4.0.8,SM-A102U,2023-09-05 16:55:24,0,false
2823867,4.0.8,SM-A146U,2022-05-03 20:44:36,0,false
4321128,4.0.8,SM-A546V,2023-09-15 06:52:51,0,false
4322151,4.0.8,SM-A546V,2023-09-15 16:12:26,0,false
4302673,4.0.8,SM-F711U,2023-09-09 08:03:06,0,false
4358631,4.0.8,SM-F936U,2023-09-25 15:23:03,0,false
3517504,4.0.8,SM-F946U,2022-12-13 16:28:50,3,false
4320690,4.0.8,SM-G781U,2023-09-14 23:29:46,1,false
4315284,4.0.8,SM-G950F,2023-09-12 18:33:20,0,false
4341816,4.0.8,SM-G950U,2023-09-20 20:17:18,0,false
4316379,4.0.8,SM-G960U,2023-09-13 10:32:31,0,false
4302939,4.0.8,SM-G965U,2023-09-09 10:24:41,0,false
4336802,4.0.8,SM-G965U,2023-09-18 14:06:46,3,true
4318418,4.0.8,SM-G975U,2023-09-14 02:17:45,0,false
2921260,4.0.8,SM-G991U,2022-06-03 21:47:26,323,false
2595189,4.0.8,SM-G991U,2021-12-12 11:22:10,421,false
4302836,4.0.8,SM-G998U,2023-09-09 09:50:36,0,false
1617526,4.0.8,SM-N950U,2020-09-05 18:40:50,18,false
1827058,4.0.8,SM-N970W,2021-03-13 02:22:45,0,false
4302994,4.0.8,SM-S901U,2023-09-09 10:38:55,0,false
3883344,4.0.8,SM-S901U,2023-06-04 23:50:13,0,false
1422337,4.0.8,SM-S908U,2020-02-03 09:10:42,1327,false
4320966,4.0.8,SM-S908U,2023-09-15 02:18:00,0,false
4326937,4.0.8,SM-S911U,2023-09-16 14:35:46,0,false
4335673,4.0.8,SM-S918U,2023-09-17 21:16:25,13,false
4343531,4.0.8,SM-S918U,2023-09-21 16:38:09,0,false
3511740,4.0.8,SM-A037U1,2022-12-07 22:14:09,0,false
1499836,4.0.8,SM-A125U1,2020-06-29 21:32:38,1026,false
2334900,4.0.8,SM-A135U1,2021-08-31 19:10:29,0,true
3894174,4.0.8,SM-A515U1,2023-06-08 18:24:25,32,false
4308961,4.0.8,SM-F926U1,2023-09-10 10:22:17,0,false
2417518,4.0.8,SM-G991U1,2021-09-21 12:23:03,0,false
1432177,4.0.8,SM-G998U1,2020-03-04 21:19:48,1287,false
4298136,4.0.8,SM-S134DL,2023-09-07 23:10:33,0,false
4302969,4.0.8,SM-S136DL,2023-09-09 10:32:04,2,false
4314276,4.0.8,SM-S536DL,2023-09-12 09:52:08,0,false
4287094,4.0.8,SM-S906U1,2023-09-04 09:43:05,1,false
4200308,4.0.8,iPhone 13,2023-08-16 15:43:58,4,true
4166927,4.0.8,iPhone XR,2023-08-07 10:17:31,0,false
3906697,4.0.8,Nokia G100,2023-06-11 09:07:01,0,false
4230458,4.0.8,Pixel 4 XL,2023-08-22 13:15:47,0,false
4336720,4.0.8,Pixel 6 Pro,2023-09-18 13:29:15,0,false
4315291,4.0.8,moto g pure,2023-09-12 18:35:54,0,false
4295787,4.0.8,moto g play - 2023,2023-09-07 00:15:31,0,false
4346144,4.0.8,moto g stylus 5G (2022),2023-09-22 15:21:45,0,false
4287205,4.0.9,DE2117,2023-09-04 10:35:37,21,false
4359433,4.0.9,Pixel 7,2023-09-25 21:46:14,0,false
4348463,4.0.9,Pixel 7,2023-09-22 22:23:59,0,false
3968014,4.0.9,Pixel 7a,2023-06-25 11:30:47,0,false
4331558,4.0.9,SM-A037U,2023-09-16 23:22:02,0,false
4260491,4.0.9,SM-A125U,2023-08-30 07:38:13,23,false
4197568,4.0.9,SM-A127M,2023-08-15 18:02:12,0,false
4347062,4.0.9,SM-G990U,2023-09-22 18:22:00,0,false
4337209,4.0.9,SM-G998U,2023-09-18 17:01:20,2,false
4349013,4.0.9,SM-G998U,2023-09-23 00:13:23,0,false
4363291,4.0.9,SM-N986U,2023-09-28 07:10:05,0,false
4341671,4.0.9,SM-N986U,2023-09-20 19:18:41,0,false
4358100,4.0.9,SM-S918U,2023-09-25 08:52:30,0,false
4363542,4.0.9,SM-G973U1,2023-09-28 12:02:31,0,false
4200788,4.0.9,iPhone 11,2023-08-16 17:39:41,2,false
4247411,4.0.9,iPhone 11,2023-08-26 19:22:47,0,false
4215235,4.0.9,iPhone 11,2023-08-19 15:47:48,0,false
2509872,4.0.9,iPhone 11,2021-10-23 19:28:39,27,false
2336735,4.0.9,iPhone 12,2021-09-01 11:42:08,20,false
3211763,4.0.9,iPhone 12,2022-08-19 11:43:39,0,false
4223421,4.0.9,iPhone 12,2023-08-20 17:44:01,0,false
4239987,4.0.9,iPhone 12,2023-08-25 11:13:29,16,true
4239389,4.0.9,iPhone 12,2023-08-25 00:42:12,0,false
4210600,4.0.9,iPhone 12,2023-08-18 20:17:47,4,false
3884624,4.0.9,iPhone 13,2023-06-05 15:58:33,0,false
1899943,4.0.9,iPhone 13,2021-04-14 12:51:20,0,false
2369652,4.0.9,iPhone 13,2021-09-07 19:21:16,1,false
4233639,4.0.9,iPhone 13,2023-08-23 13:02:30,23,false
4214251,4.0.9,iPhone 13,2023-08-19 13:28:22,0,false
4212114,4.0.9,iPhone 13,2023-08-18 23:36:01,0,false
3269245,4.0.9,iPhone 13,2022-09-01 15:20:39,2,false
2463511,4.0.9,iPhone 13,2021-10-08 00:25:17,0,false
2421265,4.0.9,iPhone 13,2021-09-23 13:14:55,0,false
1397022,4.0.9,iPhone 14,2019-11-16 10:51:10,0,false
4246424,4.0.9,iPhone 14,2023-08-26 17:02:59,0,false
4218782,4.0.9,iPhone 14,2023-08-19 22:30:34,0,false
4256428,4.0.9,iPhone 14,2023-08-28 16:45:58,0,false
4237447,4.0.9,iPhone 14,2023-08-24 15:36:28,1,false
4244603,4.0.9,iPhone 14,2023-08-26 11:29:24,6,false
4209892,4.0.9,iPhone XR,2023-08-18 18:24:01,0,false
4217414,4.0.9,iPhone XR,2023-08-19 20:05:17,0,false
4209409,4.0.9,iPhone XS,2023-08-18 17:04:18,14,false
4242700,4.0.9,iPhone 11 Pro,2023-08-25 22:03:33,0,false
3177854,4.0.9,iPhone 11 Pro,2022-08-11 13:19:40,6,false
4241492,4.0.9,iPhone 12 Pro,2023-08-25 18:23:13,8,false
4212505,4.0.9,iPhone 12 Pro,2023-08-19 00:39:09,0,false
4209120,4.0.9,iPhone 12 Pro,2023-08-18 16:07:39,12,false
4220034,4.0.9,iPhone 13 Pro,2023-08-20 01:19:32,6,false
3329433,4.0.9,iPhone 13 Pro,2022-09-16 18:07:32,343,false
4261007,4.0.9,iPhone 13 Pro,2023-08-30 12:52:20,3,false
4228720,4.0.9,iPhone 13 Pro,2023-08-21 20:46:26,0,false
4237485,4.0.9,iPhone 13 Pro,2023-08-24 15:47:44,0,false
4232526,4.0.9,iPhone 13 Pro,2023-08-22 22:27:38,5,false
2177766,4.0.9,iPhone 13 Pro,2021-07-16 18:11:22,0,false
1635439,4.0.9,iPhone 14 Pro,2020-09-12 13:23:50,4,false
4230223,4.0.9,iPhone 14 Pro,2023-08-22 11:55:04,0,false
4257215,4.0.9,iPhone 14 Pro,2023-08-28 20:31:08,0,false
4228154,4.0.9,iPhone 14 Pro,2023-08-21 18:47:57,0,false
4227628,4.0.9,iPhone 14 Pro,2023-08-21 16:46:24,0,false
3831564,4.0.9,iPhone 7 Plus,2023-05-24 16:18:55,0,false
4257687,4.0.9,iPhone 13 Mini,2023-08-28 23:07:55,0,false
1430234,4.0.9,iPhone 13 Mini,2020-02-29 06:44:49,19,false
4248147,4.0.9,iPhone 14 Plus,2023-08-26 20:45:56,14,false
4235409,4.0.9,iPhone 14 Plus,2023-08-23 20:54:14,1,false
2820143,4.0.9,moto e(7i) power,2022-05-01 20:47:36,11,false
2866962,4.0.9,moto g 5G (2022),2022-05-19 06:32:47,495,false
2579489,4.0.9,iPhone 11 Pro Max,2021-11-27 22:09:20,526,false
3239994,4.0.9,iPhone 12 Pro Max,2022-08-25 10:44:17,10,false
4233222,4.0.9,iPhone 13 Pro Max,2023-08-23 10:02:23,0,false
4222968,4.0.9,iPhone 13 Pro Max,2023-08-20 16:38:21,3,false
3596248,4.0.9,iPhone 13 Pro Max,2023-03-01 14:01:25,184,false
3549703,4.0.9,iPhone 13 Pro Max,2023-01-18 08:39:47,15,false
3323573,4.0.9,iPhone 13 Pro Max,2022-09-14 16:35:10,33,false
4234699,4.0.9,iPhone 14 Pro Max,2023-08-23 18:10:09,0,false
4216455,4.0.9,iPhone 14 Pro Max,2023-08-19 18:22:16,0,false
1878163,4.0.9,iPhone SE 3rd gen,2021-04-05 21:43:51,0,false
4200495,4.0.9,iPhone SE 3rd gen,2023-08-16 16:30:22,19,false
4218251,4.0.9,unrecognized latest gen,2023-08-19 21:32:29,1,false
3298264,4.1.0,Pixel 7,2022-09-07 11:14:37,0,false
4365506,4.1.0,SM-G781V,2023-09-29 09:32:01,0,false
4367035,4.1.0,SM-S911U,2023-09-29 19:00:30,0,false
4373444,4.1.0,Pixel 6 Pro,2023-09-30 20:50:06,0,false
4374057,4.1.0,motorola razr plus 2023,2023-09-30 22:18:15,0,false
4225944,4.1.1,Pixel 8,2023-08-21 08:48:12,0,false
4068105,4.1.1,moto e6,2023-07-15 14:15:54,0,false
4321097,4.1.1,SM-A136U,2023-09-15 05:20:22,0,false
4245147,4.1.1,SM-A526U,2023-08-26 13:47:49,0,false
3278937,4.1.1,SM-G981U,2022-09-03 13:53:26,0,false
4291115,4.1.1,SM-G981V,2023-09-05 09:09:09,0,false
3222090,4.1.1,SM-G996U,2022-08-20 23:16:24,0,false
2097109,4.1.1,SM-S901U,2021-06-19 15:28:31,301,false
2508285,4.1.1,SM-S906U,2021-10-23 16:16:30,0,false
4169312,4.1.1,SM-S908U,2023-08-08 09:02:55,32,false
3185951,4.1.1,SM-S911U,2022-08-13 08:06:44,0,false
4115672,4.1.1,SM-G991U1,2023-07-25 00:01:49,0,false
4369410,4.1.1,SM-S908U1,2023-09-30 10:50:03,0,false
2390883,4.1.1,iPhone 11,2021-09-12 23:48:26,211,false
3342872,4.1.1,iPhone 12,2022-09-18 19:58:57,364,false
3590053,4.1.1,iPhone 12,2023-02-24 13:30:55,0,false
3625664,4.1.1,iPhone 12,2023-03-18 14:19:07,0,true
4346519,4.1.1,iPhone 13,2023-09-22 16:40:00,0,false
3153936,4.1.1,iPhone 13,2022-08-04 08:57:50,0,false
1430510,4.1.1,iPhone 14,2020-02-29 15:56:51,504,false
4356940,4.1.1,Stratus_C7,2023-09-24 19:10:07,0,false
4256219,4.1.1,Stratus_C7,2023-08-28 15:37:23,0,false
4113610,4.1.1,moto g pure,2023-07-24 16:30:36,53,false
4348070,4.1.1,iPhone 13 Pro,2023-09-22 21:17:52,0,false
4008794,4.1.1,moto g 5G (2022),2023-07-03 16:18:55,0,false
3732270,4.1.1,iPhone 12 Pro Max,2023-04-22 17:23:21,119,true
4237967,4.1.1,iPhone SE 3rd gen,2023-08-24 18:07:33,1,false
2769265,4.1.1,moto g play - 2023,2022-04-15 13:30:14,1,false
1422173,4.1.1,unrecognized latest gen,2020-02-02 17:21:28,0,false
3447215,4.1.2,SM-A135U,2022-10-27 12:25:19,1,false
3372151,4.1.2,SM-F936U,2022-09-28 16:36:48,0,false
4364321,4.1.2,SM-G998U,2023-09-28 18:02:54,0,false
3822357,4.1.2,TMAF035G,2023-05-21 17:19:59,107,false
3884252,4.1.2,iPhone 7,2023-06-05 13:41:35,1,false
2433585,4.1.2,iPhone X,2021-09-26 04:16:27,0,false
2805780,4.1.2,SM-S124DL,2022-04-27 16:35:53,7,false
3242304,4.1.2,iPhone 11,2022-08-25 21:17:03,0,false
2475334,4.1.2,iPhone 11,2021-10-10 13:30:49,0,false
4191176,4.1.2,iPhone 11,2023-08-13 19:48:48,4,false
2304749,4.1.2,iPhone 11,2021-08-25 20:42:53,89,false
4283867,4.1.2,iPhone 11,2023-09-03 18:52:10,0,false
2338197,4.1.2,iPhone 11,2021-09-01 20:13:12,2,false
4203563,4.1.2,iPhone 11,2023-08-17 12:18:23,32,true
4298075,4.1.2,iPhone 11,2023-09-07 22:46:01,0,false
4308620,4.1.2,iPhone 11,2023-09-10 03:16:27,0,true
3245695,4.1.2,iPhone 11,2022-08-26 19:48:32,2,true
4343728,4.1.2,iPhone 12,2023-09-21 17:43:13,0,false
3587218,4.1.2,iPhone 12,2023-02-21 18:42:47,0,false
3429327,4.1.2,iPhone 12,2022-10-18 20:21:01,0,false
1420069,4.1.2,iPhone 12,2020-01-27 21:17:20,30,false
1725335,4.1.2,iPhone 12,2020-11-07 14:53:10,5,false
4212525,4.1.2,iPhone 12,2023-08-19 00:41:51,0,false
2704247,4.1.2,iPhone 12,2022-03-18 22:32:37,0,false
3234252,4.1.2,iPhone 12,2022-08-23 17:12:41,184,false
4302892,4.1.2,iPhone 12,2023-09-09 10:09:07,0,false
1828238,4.1.2,iPhone 13,2021-03-13 16:04:25,349,false
3703215,4.1.2,iPhone 13,2023-04-14 18:28:10,0,true
4297521,4.1.2,iPhone 13,2023-09-07 19:38:16,0,false
4302781,4.1.2,iPhone 13,2023-09-09 09:22:57,0,false
1459869,4.1.2,iPhone 13,2020-05-16 10:31:18,0,false
2320259,4.1.2,iPhone 13,2021-08-28 19:16:45,0,false
2375772,4.1.2,iPhone 13,2021-09-10 02:10:51,0,false
3803292,4.1.2,iPhone 13,2023-05-16 16:34:15,115,false
4303253,4.1.2,iPhone 13,2023-09-09 11:46:15,0,false
1644161,4.1.2,iPhone 13,2020-09-15 20:16:49,0,false
2511173,4.1.2,iPhone 13,2021-10-23 22:43:30,0,false
2698590,4.1.2,iPhone 13,2022-03-16 17:16:14,1,false
3400031,4.1.2,iPhone 13,2022-10-08 13:41:40,0,false
3469274,4.1.2,iPhone 13,2022-11-05 19:46:48,0,false
3333532,4.1.2,iPhone 13,2022-09-17 13:58:07,0,false
2773537,4.1.2,iPhone 13,2022-04-16 14:43:08,0,false
4241639,4.1.2,iPhone 13,2023-08-25 18:50:57,0,false
1404161,4.1.2,iPhone 13,2019-12-03 20:02:21,616,false
4221067,4.1.2,iPhone 13,2023-08-20 08:32:16,1,false
3220471,4.1.2,iPhone 14,2022-08-20 20:21:41,116,false
1723002,4.1.2,iPhone 14,2020-11-06 14:38:02,2,false
1852508,4.1.2,iPhone 14,2021-03-27 02:42:56,0,true
2888643,4.1.2,iPhone 14,2022-05-25 20:24:33,0,false
2985590,4.1.2,iPhone 14,2022-06-21 13:39:47,3,false
2889776,4.1.2,iPhone 14,2022-05-26 13:13:22,352,false
2340605,4.1.2,iPhone 14,2021-09-02 16:59:21,135,false
1682194,4.1.2,iPhone 14,2020-10-04 01:19:00,8,false
4296598,4.1.2,iPhone XR,2023-09-07 13:52:31,0,false
1791615,4.1.2,iPhone XR,2021-01-30 01:13:20,30,false
2462788,4.1.2,iPhone XR,2021-10-07 19:18:35,7,false
4323848,4.1.2,iPhone XR,2023-09-15 22:00:09,0,false
1736780,4.1.2,iPhone XR,2020-11-16 10:30:35,109,false
3267943,4.1.2,iPhone XS,2022-09-01 00:43:45,10,false
3220746,4.1.2,iPhone 11 Pro,2022-08-20 20:46:39,2,false
2283570,4.1.2,iPhone 11 Pro,2021-08-21 16:43:43,0,false
3779036,4.1.2,iPhone 11 Pro,2023-05-09 21:47:17,0,false
4196084,4.1.2,iPhone 12 Pro,2023-08-15 08:03:15,15,false
4289456,4.1.2,iPhone 12 Pro,2023-09-04 19:09:49,0,false
3677580,4.1.2,iPhone 12 Pro,2023-04-07 13:40:16,0,false
3346644,4.1.2,iPhone 12 Pro,2022-09-20 12:45:00,233,false
4260316,4.1.2,iPhone 12 Pro,2023-08-30 01:06:31,0,false
4211331,4.1.2,iPhone 12 Pro,2023-08-18 21:52:30,3,false
4366005,4.1.2,iPhone 12 Pro,2023-09-29 14:09:16,0,false
4293201,4.1.2,iPhone 12 Pro,2023-09-05 22:49:27,0,false
2446582,4.1.2,iPhone 12 Pro,2021-10-01 21:48:46,0,true
3350975,4.1.2,iPhone 13 Pro,2022-09-22 09:28:29,0,false
4286329,4.1.2,iPhone 13 Pro,2023-09-04 00:25:11,0,false
1647528,4.1.2,iPhone 13 Pro,2020-09-18 15:30:18,46,false
3229889,4.1.2,iPhone 13 Pro,2022-08-22 14:56:30,0,false
3261416,4.1.2,iPhone 13 Pro,2022-08-29 19:44:01,18,false
1795118,4.1.2,iPhone 14 Pro,2021-02-05 23:03:06,2,false
4307496,4.1.2,iPhone 14 Pro,2023-09-09 23:04:20,0,false
4267000,4.1.2,iPhone 14 Pro,2023-09-01 09:44:43,0,false
4302866,4.1.2,iPhone 14 Pro,2023-09-09 10:00:29,0,false
3411411,4.1.2,iPhone 14 Pro,2022-10-11 23:42:03,0,false
3222124,4.1.2,iPhone 14 Pro,2022-08-20 23:22:52,32,false
3889624,4.1.2,iPhone 14 Pro,2023-06-07 03:11:30,95,true
4236262,4.1.2,iPhone 14 Pro,2023-08-24 02:02:33,7,false
4327055,4.1.2,iPhone 14 Pro,2023-09-16 14:48:30,0,false
4214890,4.1.2,iPhone 14 Pro,2023-08-19 14:55:10,0,false
4252112,4.1.2,iPhone 14 Pro,2023-08-27 14:59:38,0,false
3257249,4.1.2,iPhone 12 Mini,2022-08-28 17:02:55,50,false
1879029,4.1.2,iPhone 13 Mini,2021-04-06 14:50:44,0,false
3940846,4.1.2,iPhone 13 Mini,2023-06-19 08:59:51,0,false
3746889,4.1.2,iPhone 13 Mini,2023-04-28 16:57:51,0,false
