customer_id,app_version,phone_model,customer_signed_up_at_local_time,num_days_between_signup_and_first_ride,has_completed_in_app_safety_quiz
4241716,4.1.6,iPhone 12 Pro,2023-08-25 19:08:41,10,false
4360989,4.1.6,iPhone 13 Pro,2023-09-26 20:03:16,0,false
4347238,4.1.6,iPhone 13 Pro,2023-09-22 18:50:53,0,false
2805827,4.1.6,iPhone 13 Pro,2022-04-27 16:58:26,2,false
3226233,4.1.6,iPhone 13 Pro,2022-08-21 18:29:48,15,false
4358841,4.1.6,iPhone 13 Pro,2023-09-25 17:06:34,1,false
4231134,4.1.6,iPhone 13 Pro,2023-08-22 16:47:31,3,true
3940796,4.1.6,iPhone 13 Pro,2023-06-19 08:03:14,0,false
2314465,4.1.6,iPhone 13 Pro,2021-08-27 21:44:10,22,false
2667424,4.1.6,iPhone 13 Pro,2022-02-24 23:51:26,562,false
2432050,4.1.6,iPhone 13 Pro,2021-09-25 22:03:29,0,false
2384900,4.1.6,iPhone 13 Pro,2021-09-11 21:18:03,0,false
1387543,4.1.6,iPhone 13 Pro,2019-11-01 16:21:02,0,false
3231963,4.1.6,iPhone 13 Pro,2022-08-22 21:45:39,0,false
3135672,4.1.6,iPhone 13 Pro,2022-07-30 02:17:06,0,false
4308932,4.1.6,iPhone 13 Pro,2023-09-10 09:57:36,0,false
1689939,4.1.6,iPhone 13 Pro,2020-10-09 21:41:45,0,false
4370450,4.1.6,iPhone 14 Pro,2023-09-30 14:09:32,0,false
4266482,4.1.6,iPhone 14 Pro,2023-09-01 00:26:11,8,false
4239437,4.1.6,iPhone 14 Pro,2023-08-25 01:07:24,6,false
2689498,4.1.6,iPhone 14 Pro,2022-03-11 18:26:39,0,false
2373170,4.1.6,iPhone 14 Pro,2021-09-09 00:50:23,0,false
4321222,4.1.6,iPhone 14 Pro,2023-09-15 09:04:07,0,false
4203335,4.1.6,iPhone 14 Pro,2023-08-17 11:12:55,26,false
3529869,4.1.6,iPhone 14 Pro,2022-12-29 09:10:18,0,false
1965251,4.1.6,iPhone 14 Pro,2021-05-10 18:48:31,1,false
2268481,4.1.6,iPhone 14 Pro,2021-08-18 17:07:12,25,false
2293567,4.1.6,iPhone 14 Pro,2021-08-23 11:55:25,0,false
1795860,4.1.6,iPhone 14 Pro,2021-02-06 19:16:44,0,false
1695756,4.1.6,iPhone 14 Pro,2020-10-12 12:29:28,1051,false
4241731,4.1.6,iPhone 14 Pro,2023-08-25 19:11:08,10,false
4193424,4.1.6,iPhone 14 Pro,2023-08-14 13:07:50,6,false
4046752,4.1.6,iPhone 14 Pro,2023-07-10 07:03:15,0,false
4340091,4.1.6,iPhone 14 Pro,2023-09-19 23:12:53,10,false
4355265,4.1.6,iPhone 8 Plus,2023-09-24 11:51:40,0,false
1842588,4.1.6,iPhone 13 Mini,2021-03-21 10:04:20,623,false
3242826,4.1.6,iPhone 14 Plus,2022-08-25 23:18:28,2,false
3103125,4.1.6,iPhone 14 Plus,2022-07-21 13:08:56,0,false
3397867,4.1.6,iPhone 14 Plus,2022-10-07 21:39:20,0,false
3982219,4.1.6,iPhone 14 Plus,2023-06-28 19:44:18,0,false
3431668,4.1.6,iPhone 11 Pro Max,2022-10-20 15:13:36,9,true
4203529,4.1.6,iPhone 11 Pro Max,2023-08-17 12:07:44,0,false
3429967,4.1.6,iPhone 11 Pro Max,2022-10-19 11:50:19,330,false
3348891,4.1.6,iPhone 12 Pro Max,2022-09-21 12:19:43,18,false
1889925,4.1.6,iPhone 12 Pro Max,2021-04-10 15:39:45,134,false
1846416,4.1.6,iPhone 12 Pro Max,2021-03-22 23:29:56,465,false
4041065,4.1.6,iPhone 12 Pro Max,2023-07-09 00:51:23,0,false
4227104,4.1.6,iPhone 13 Pro Max,2023-08-21 15:02:12,0,true
3558055,4.1.6,iPhone 13 Pro Max,2023-01-27 22:11:34,0,false
3297792,4.1.6,iPhone 13 Pro Max,2022-09-07 00:36:15,0,false
2581447,4.1.6,iPhone 13 Pro Max,2021-11-29 17:06:11,0,true
2958439,4.1.6,iPhone 13 Pro Max,2022-06-13 18:52:33,349,false
2087314,4.1.6,iPhone 13 Pro Max,2021-06-16 19:11:14,0,true
1707021,4.1.6,iPhone 13 Pro Max,2020-10-21 20:51:31,0,false
4230308,4.1.6,iPhone 13 Pro Max,2023-08-22 12:24:52,10,false
2966002,4.1.6,iPhone 13 Pro Max,2022-06-16 17:05:55,0,false
3638070,4.1.6,iPhone 13 Pro Max,2023-03-23 21:53:29,0,false
3999452,4.1.6,iPhone 13 Pro Max,2023-07-01 22:25:57,1,false
4234811,4.1.6,iPhone 14 Pro Max,2023-08-23 18:37:23,0,false
4327482,4.1.6,iPhone 14 Pro Max,2023-09-16 15:34:40,1,false
4235304,4.1.6,iPhone 14 Pro Max,2023-08-23 20:29:32,0,false
3204997,4.1.6,iPhone 14 Pro Max,2022-08-17 14:37:56,0,true
4211772,4.1.6,iPhone 14 Pro Max,2023-08-18 22:49:32,0,false
1943247,4.1.6,iPhone 14 Pro Max,2021-05-01 20:52:09,0,false
4298170,4.1.6,iPhone 14 Pro Max,2023-09-07 23:28:16,0,false
3218331,4.1.6,unrecognized latest gen,2022-08-20 15:43:54,0,false
4270402,4.1.6,unrecognized latest gen,2023-09-01 22:40:34,0,false
4214962,4.1.6,unrecognized latest gen,2023-08-19 15:07:19,12,false
4302827,4.1.6,unrecognized latest gen,2023-09-09 09:47:20,0,false
2721060,4.1.6,unrecognized latest gen,2022-03-26 14:16:40,0,false
2398161,4.1.6,unrecognized latest gen,2021-09-16 12:38:38,0,false
2280887,4.1.6,unrecognized latest gen,2021-08-21 02:14:25,6,true
2230840,4.1.6,unrecognized latest gen,2021-08-06 21:58:28,0,false
4217614,4.1.6,unrecognized latest gen,2023-08-19 20:27:12,0,false
1435400,4.1.6,unrecognized latest gen,2020-03-12 16:11:29,126,true
1442706,4.1.6,unrecognized latest gen,2020-04-04 15:50:54,0,false
3131474,4.1.7,moto z4,2022-07-29 02:34:28,4,false
4336803,4.1.7,Pixel 6a,2023-09-18 14:07:11,0,false
2890972,4.1.7,Pixel 6a,2022-05-26 20:28:16,0,true
1387924,4.1.7,SM-A326U,2019-11-01 23:10:44,609,false
2170487,4.1.7,SM-A715F,2021-07-13 11:34:54,269,false
3226806,4.1.7,SM-G990E,2022-08-21 19:49:40,45,false
4270017,4.1.7,SM-N986U,2023-09-01 21:44:39,4,false
4197685,4.1.7,SM-S901E,2023-08-15 18:38:01,0,false
1527633,4.1.7,SM-S901U,2020-07-17 20:04:16,0,false
4340150,4.1.7,SM-S918U,2023-09-20 00:08:36,0,false
2221618,4.1.7,SM-N975U1,2021-08-02 12:01:24,333,false
1802603,4.1.7,SM-S908U1,2021-02-17 09:27:34,0,false
4297040,4.1.7,SM-S918U1,2023-09-07 16:57:01,0,false
3169816,4.1.7,SM-S928U1,2022-08-08 10:26:54,0,false
4269628,4.1.7,iPhone 11,2023-09-01 20:41:35,0,false
3479211,4.1.7,iPhone 11,2022-11-11 22:43:12,0,false
1846690,4.1.7,iPhone 11,2021-03-23 13:16:25,186,false
3450460,4.1.7,iPhone 11,2022-10-28 22:14:14,1,false
3595080,4.1.7,iPhone 11,2023-02-28 07:48:04,0,false
2522069,4.1.7,iPhone 11,2021-10-29 14:59:59,0,false
2320346,4.1.7,iPhone 12,2021-08-28 19:26:00,17,false
4359738,4.1.7,iPhone 12,2023-09-26 03:41:25,0,false
4226125,4.1.7,iPhone 12,2023-08-21 10:30:48,0,true
2298392,4.1.7,iPhone 12,2021-08-24 14:26:10,32,false
3377370,4.1.7,iPhone 12,2022-09-30 19:07:36,42,true
2640604,4.1.7,iPhone 12,2022-02-01 07:24:33,81,true
3241745,4.1.7,iPhone 12,2022-08-25 19:34:48,22,false
1434736,4.1.7,iPhone 12,2020-03-10 17:28:52,0,false
1819253,4.1.7,iPhone 13,2021-03-06 21:22:20,3,false
3988472,4.1.7,iPhone 13,2023-06-30 10:33:57,0,false
3238114,4.1.7,iPhone 13,2022-08-24 18:45:54,0,false
3094964,4.1.7,iPhone 13,2022-07-18 15:04:18,0,false
4337636,4.1.7,iPhone 13,2023-09-18 19:34:59,9,false
3861120,4.1.7,iPhone 13,2023-05-31 00:07:14,0,false
4179122,4.1.7,iPhone 13,2023-08-11 17:03:28,22,false
2651175,4.1.7,iPhone 13,2022-02-12 13:54:45,0,false
1921557,4.1.7,iPhone 13,2021-04-24 01:55:05,0,false
3331835,4.1.7,iPhone 13,2022-09-17 01:59:13,285,false
2301576,4.1.7,iPhone 13,2021-08-25 00:04:41,5,false
2113809,4.1.7,iPhone 13,2021-06-24 21:15:06,11,false
3785522,4.1.7,iPhone 14,2023-05-12 11:39:35,101,false
1775301,4.1.7,iPhone 14,2021-01-02 15:41:43,0,false
2296640,4.1.7,iPhone 14,2021-08-23 22:34:19,22,false
4300797,4.1.7,iPhone 14,2023-09-08 20:24:51,0,false
4346296,4.1.7,iPhone 14,2023-09-22 15:57:14,0,false
4245912,4.1.7,iPhone 14,2023-08-26 15:49:22,1,false
3944929,4.1.7,iPhone 14,2023-06-20 12:34:13,0,true
3563295,4.1.7,iPhone 15,2023-02-02 16:20:11,0,false
2421668,4.1.7,iPhone 15,2021-09-23 16:35:24,0,false
1493140,4.1.7,iPhone XR,2020-06-23 03:10:48,0,true
2394574,4.1.7,Pixel 4 XL,2021-09-14 19:00:14,10,true
3931028,4.1.7,iPhone 11 Pro,2023-06-17 16:45:42,3,false
3244441,4.1.7,iPhone 12 Pro,2022-08-26 15:11:26,8,true
1900414,4.1.7,iPhone 13 Pro,2021-04-14 18:59:09,1,false
1676829,4.1.7,iPhone 13 Pro,2020-10-02 13:54:15,158,false
4076110,4.1.7,iPhone 13 Pro,2023-07-16 16:41:00,0,true
3249121,4.1.7,iPhone 14 Pro,2022-08-27 13:07:50,0,false
3279379,4.1.7,iPhone 14 Pro,2022-09-03 11:35:32,2,true
3680164,4.1.7,iPhone 14 Pro,2023-04-08 01:52:17,97,false
1411225,4.1.7,iPhone 14 Pro,2019-12-30 16:55:20,0,false
3820071,4.1.7,iPhone 14 Pro,2023-05-21 10:27:59,21,false
3425959,4.1.7,iPhone 14 Pro,2022-10-16 20:06:13,1,false
2805792,4.1.7,iPhone 15 Pro,2022-04-27 16:41:17,0,false
4260854,4.1.7,iPhone 15 Pro,2023-08-30 11:56:34,0,false
2704782,4.1.7,iPhone 15 Pro,2022-03-19 02:49:12,552,true
4350070,4.1.7,iPhone 7 Plus,2023-09-23 10:48:29,0,false
1981329,4.1.7,iPhone XS Max,2021-05-16 10:21:26,0,false
2016307,4.1.7,iPhone 12 Mini,2021-05-27 00:49:24,0,false
1724472,4.1.7,iPhone 12 Mini,2020-11-07 05:41:09,119,true
4346768,4.1.7,iPhone 12 Mini,2023-09-22 17:30:20,0,false
3011882,4.1.7,iPhone 13 Mini,2022-06-27 17:16:51,243,false
3654385,4.1.7,iPhone 13 Mini,2023-03-30 08:37:47,0,false
4297845,4.1.7,iPhone 14 Plus,2023-09-07 21:24:35,0,false
4275274,4.1.7,iPhone 14 Plus,2023-09-02 17:07:16,0,false
4127302,4.1.7,iPhone 14 Plus,2023-07-28 15:53:40,31,true
2631645,4.1.7,iPhone 13 Pro Max,2022-01-22 08:19:12,131,false
4226215,4.1.7,iPhone 13 Pro Max,2023-08-21 11:10:50,13,false
1392935,4.1.7,iPhone 13 Pro Max,2019-11-08 13:59:30,7,false
4196953,4.1.7,iPhone 14 Pro Max,2023-08-15 14:58:09,0,false
3315017,4.1.7,iPhone 14 Pro Max,2022-09-11 12:23:23,369,false
3443925,4.1.7,iPhone 14 Pro Max,2022-10-24 21:09:42,47,false
1727663,4.1.7,iPhone 14 Pro Max,2020-11-08 01:44:29,0,false
4299617,4.1.7,iPhone SE 3rd gen,2023-09-08 15:51:32,6,false
4141416,4.1.7,unrecognized latest gen,2023-07-31 14:53:59,0,false
3729259,4.1.7,unrecognized latest gen,2023-04-21 22:13:37,0,false
4225142,4.1.7,unrecognized latest gen,2023-08-20 22:21:20,3,false
3911471,4.1.8,SM-A236U,2023-06-12 11:52:29,79,false
3301809,4.1.8,SM-G990U,2022-09-08 18:19:28,188,false
3375416,4.1.8,SM-G991U,2022-09-30 00:35:23,0,true
4316438,4.1.8,SM-S906U,2023-09-13 11:08:54,13,false
1730943,4.1.8,SM-S918U,2020-11-10 20:17:50,5,false
3233221,4.1.8,iPhone 11,2022-08-23 12:30:55,6,false
1724502,4.1.8,iPhone 11,2020-11-07 08:28:28,3,false
3227467,4.1.8,iPhone 12,2022-08-21 21:17:01,0,false
3557978,4.1.8,iPhone 12,2023-01-27 21:07:15,0,false
3474093,4.1.8,iPhone 12,2022-11-08 02:06:22,0,false
4341031,4.1.8,iPhone 12,2023-09-20 15:29:47,0,false
3347199,4.1.8,iPhone 13,2022-09-20 16:43:42,3,false
4261730,4.1.8,iPhone 13,2023-08-30 17:04:13,0,false
4314190,4.1.8,iPhone 14,2023-09-12 08:25:06,0,false
3234104,4.1.8,iPhone 14,2022-08-23 16:38:20,7,false
2444197,4.1.8,iPhone 14,2021-10-01 07:29:23,0,false
2642580,4.1.8,iPhone 14,2022-02-04 16:44:01,0,false
2338067,4.1.8,iPhone 14,2021-09-01 19:33:14,12,false
4303082,4.1.8,iPhone 14,2023-09-09 11:04:27,0,false
4241863,4.1.8,iPhone 15,2023-08-25 19:34:43,0,false
4243649,4.1.8,iPhone 15,2023-08-26 01:03:16,0,false
3740246,4.1.8,iPhone 15,2023-04-25 13:47:41,128,true
1395378,4.1.8,moto g power,2019-11-11 11:17:18,0,false
1872407,4.1.8,iPhone 11 Pro,2021-04-04 12:30:37,0,false
3761265,4.1.8,iPhone 12 Pro,2023-05-04 16:43:20,0,false
3685108,4.1.8,iPhone 13 Pro,2023-04-09 11:16:46,0,false
4302834,4.1.8,iPhone 13 Pro,2023-09-09 09:49:29,0,false
3649298,4.1.8,iPhone 14 Pro,2023-03-27 16:06:53,0,false
3304901,4.1.8,iPhone 14 Pro,2022-09-09 17:46:17,0,false
3157225,4.1.8,iPhone 14 Pro,2022-08-05 13:57:59,0,true
4205996,4.1.8,iPhone 14 Pro,2023-08-17 20:42:46,28,false
2346874,4.1.8,iPhone 14 Pro,2021-09-03 22:36:00,24,true
4134269,4.1.8,iPhone 15 Pro,2023-07-29 21:25:01,0,false
4215834,4.1.8,iPhone 15 Pro,2023-08-19 17:11:34,0,false
3947722,4.1.8,iPhone 12 Mini,2023-06-21 05:43:14,0,true
1193292,4.1.8,iPhone 13 Mini,2019-06-20 21:15:24,1371,false
3484495,4.1.8,iPhone 13 Mini,2022-11-15 08:12:24,11,false
4244983,4.1.8,iPhone 13 Mini,2023-08-26 13:12:33,28,false
1865552,4.1.8,iPhone 14 Plus,2021-04-02 13:00:17,0,true
1388543,4.1.8,iPhone 12 Pro Max,2019-11-02 13:17:58,0,false
4209845,4.1.8,iPhone 12 Pro Max,2023-08-18 18:16:24,1,false
2391190,4.1.8,iPhone 13 Pro Max,2021-09-13 08:16:23,12,false
1481710,4.1.8,iPhone 13 Pro Max,2020-06-12 21:26:50,960,false
4310834,4.1.8,iPhone 13 Pro Max,2023-09-10 19:04:16,5,false
3394114,4.1.8,iPhone 15 Pro Max,2022-10-06 16:27:21,0,false
2240942,4.1.8,iPhone SE 2nd gen,2021-08-10 07:45:20,0,false
2536448,4.1.9,Pixel 7a,2021-11-05 15:55:28,0,false
2985323,4.1.9,SM-S901U,2022-06-21 11:21:47,0,false
4227558,4.1.9,iPhone 11,2023-08-21 16:29:49,0,true
3396041,4.1.9,iPhone 11,2022-10-07 13:49:40,0,false
1705824,4.1.9,iPhone 11,2020-10-20 10:04:08,5,false
4267807,4.1.9,iPhone 11,2023-09-01 14:42:19,0,false
1387654,4.1.9,iPhone 11,2019-11-01 17:47:35,113,true
3231195,4.1.9,iPhone 11,2022-08-22 18:45:55,30,false
3836635,4.1.9,iPhone 11,2023-05-26 12:37:43,0,false
3616542,4.1.9,iPhone 11,2023-03-13 14:39:19,3,true
4120767,4.1.9,iPhone 11,2023-07-26 18:22:29,23,false
3549696,4.1.9,iPhone 11,2023-01-18 08:24:08,73,false
4224366,4.1.9,iPhone 11,2023-08-20 20:12:36,0,false
3355444,4.1.9,iPhone 11,2022-09-23 20:34:40,13,false
2375956,4.1.9,iPhone 11,2021-09-10 08:28:45,22,false
4261210,4.1.9,iPhone 11,2023-08-30 14:10:16,1,false
1408211,4.1.9,iPhone 11,2019-12-18 10:10:56,0,false
4229945,4.1.9,iPhone 11,2023-08-22 09:56:04,38,false
3274950,4.1.9,iPhone 11,2022-09-02 21:24:19,0,false
2422546,4.1.9,iPhone 12,2021-09-23 22:28:27,0,false
4204674,4.1.9,iPhone 12,2023-08-17 16:32:13,5,false
4092089,4.1.9,iPhone 12,2023-07-20 20:24:49,0,false
2776872,4.1.9,iPhone 12,2022-04-17 12:43:36,8,false
3232633,4.1.9,iPhone 12,2022-08-23 01:33:54,0,false
2396752,4.1.9,iPhone 12,2021-09-15 18:29:51,18,false
1405741,4.1.9,iPhone 12,2019-12-08 03:01:40,27,false
4297371,4.1.9,iPhone 12,2023-09-07 18:49:42,0,false
4029971,4.1.9,iPhone 12,2023-07-07 13:42:04,0,false
3255279,4.1.9,iPhone 12,2022-08-28 03:03:06,0,false
3211472,4.1.9,iPhone 12,2022-08-19 09:26:13,3,false
4064818,4.1.9,iPhone 12,2023-07-14 21:17:53,0,false
2429328,4.1.9,iPhone 12,2021-09-25 16:32:46,0,false
4014237,4.1.9,iPhone 12,2023-07-04 14:38:59,2,false
3240777,4.1.9,iPhone 12,2022-08-25 15:25:07,0,false
3788691,4.1.9,iPhone 12,2023-05-12 22:49:58,0,false
1675000,4.1.9,iPhone 12,2020-09-30 19:41:10,156,false
4272242,4.1.9,iPhone 12,2023-09-02 10:17:56,0,false
3763003,4.1.9,iPhone 12,2023-05-05 12:38:04,0,false
4271081,4.1.9,iPhone 12,2023-09-02 00:33:14,0,false
4259792,4.1.9,iPhone 12,2023-08-29 20:57:40,11,false
3259318,4.1.9,iPhone 12,2022-08-29 00:27:57,0,false
1790921,4.1.9,iPhone 13,2021-01-28 18:29:12,1,false
3234299,4.1.9,iPhone 13,2022-08-23 17:23:29,0,false
4269583,4.1.9,iPhone 13,2023-09-01 20:34:36,0,false
4305580,4.1.9,iPhone 13,2023-09-09 18:30:29,0,false
2713449,4.1.9,iPhone 13,2022-03-22 16:12:43,22,true
4231886,4.1.9,iPhone 13,2023-08-22 19:44:01,5,false
4291035,4.1.9,iPhone 13,2023-09-05 07:35:14,0,false
4225054,4.1.9,iPhone 13,2023-08-20 22:02:07,0,false
3323918,4.1.9,iPhone 13,2022-09-14 18:29:42,23,false
3576300,4.1.9,iPhone 13,2023-02-15 12:10:17,0,false
3244175,4.1.9,iPhone 13,2022-08-26 13:56:48,0,true
1612741,4.1.9,iPhone 13,2020-09-04 17:08:13,0,false
1806497,4.1.9,iPhone 13,2021-02-22 01:02:45,0,false
2586013,4.1.9,iPhone 13,2021-12-04 11:25:15,0,false
1795888,4.1.9,iPhone 13,2021-02-06 19:33:49,0,false
1389324,4.1.9,iPhone 13,2019-11-02 18:00:39,0,false
3211596,4.1.9,iPhone 13,2022-08-19 10:28:52,6,true
2506122,4.1.9,iPhone 13,2021-10-23 02:10:28,8,false
3227656,4.1.9,iPhone 13,2022-08-21 21:44:51,0,false
4300300,4.1.9,iPhone 13,2023-09-08 18:37:33,0,false
2293652,4.1.9,iPhone 13,2021-08-23 12:22:01,0,false
3172157,4.1.9,iPhone 13,2022-08-09 03:10:11,0,false
4303818,4.1.9,iPhone 13,2023-09-09 13:41:09,0,false
4364554,4.1.9,iPhone 13,2023-09-28 19:40:30,0,false
1761602,4.1.9,iPhone 13,2020-12-15 20:28:57,0,false
4262113,4.1.9,iPhone 13,2023-08-30 18:46:53,0,false
1659981,4.1.9,iPhone 13,2020-09-23 17:47:52,1,false
3238447,4.1.9,iPhone 13,2022-08-24 20:02:17,9,false
4289033,4.1.9,iPhone 13,2023-09-04 18:00:43,0,false
2392373,4.1.9,iPhone 13,2021-09-13 18:44:40,13,false
2336718,4.1.9,iPhone 13,2021-09-01 11:33:09,9,false
3169986,4.1.9,iPhone 13,2022-08-08 12:27:03,6,false
3202010,4.1.9,iPhone 13,2022-08-16 15:19:38,0,false
3365692,4.1.9,iPhone 13,2022-09-25 17:21:21,348,false
4365270,4.1.9,iPhone 13,2023-09-29 01:31:42,0,false
3618933,4.1.9,iPhone 13,2023-03-15 14:05:27,0,false
4266131,4.1.9,iPhone 13,2023-08-31 22:38:20,0,false
2450881,4.1.9,iPhone 13,2021-10-02 18:21:11,27,false
2347816,4.1.9,iPhone 13,2021-09-04 01:28:00,0,false
2283036,4.1.9,iPhone 13,2021-08-21 15:32:56,64,false
2447632,4.1.9,iPhone 13,2021-10-02 01:50:29,0,false
3452202,4.1.9,iPhone 13,2022-10-29 14:20:54,2,false
3315127,4.1.9,iPhone 13,2022-09-11 13:03:46,6,false
2456988,4.1.9,iPhone 13,2021-10-04 12:17:49,340,true
2488087,4.1.9,iPhone 14,2021-10-16 00:53:43,335,true
2288745,4.1.9,iPhone 14,2021-08-22 10:42:27,1,false
2388569,4.1.9,iPhone 14,2021-09-12 15:03:42,0,false
2270423,4.1.9,iPhone 14,2021-08-19 00:20:08,4,false
1657058,4.1.9,iPhone 14,2020-09-21 15:29:01,2,false
4295341,4.1.9,iPhone 14,2023-09-06 21:09:03,2,false
2498399,4.1.9,iPhone 14,2021-10-19 15:12:13,3,false
4225903,4.1.9,iPhone 14,2023-08-21 08:22:31,0,false
4212635,4.1.9,iPhone 14,2023-08-19 01:05:15,0,false
3246822,4.1.9,iPhone 14,2022-08-26 22:31:46,6,false
2552809,4.1.9,iPhone 14,2021-11-12 22:23:26,8,false
4234909,4.1.9,iPhone 14,2023-08-23 19:03:20,2,false
2798159,4.1.9,iPhone 14,2022-04-24 13:52:45,0,false
4302680,4.1.9,iPhone 14,2023-09-09 08:07:14,0,false
2321172,4.1.9,iPhone 14,2021-08-28 20:49:57,7,true
1422254,4.1.9,iPhone 14,2020-02-02 20:08:34,653,false
2540321,4.1.9,iPhone 14,2021-11-06 17:11:17,0,false
3153684,4.1.9,iPhone 14,2022-08-04 01:36:29,0,false
1645144,4.1.9,iPhone 15,2020-09-16 19:08:16,0,false
1625223,4.1.9,iPhone 15,2020-09-07 11:07:56,1078,false
3242193,4.1.9,iPhone 15,2022-08-25 20:55:34,0,false
2394096,4.1.9,iPhone 15,2021-09-14 16:01:06,4,false
2572227,4.1.9,iPhone 15,2021-11-23 15:23:18,0,false
4324919,4.1.9,iPhone 15,2023-09-16 01:53:38,0,false
2615163,4.1.9,iPhone 15,2022-01-01 17:19:59,0,false
4268893,4.1.9,iPhone XR,2023-09-01 18:37:30,1,false
1739851,4.1.9,iPhone XR,2020-11-20 22:02:20,0,false
1411510,4.1.9,iPhone XR,2019-12-31 17:11:12,178,false
3162476,4.1.9,iPhone XR,2022-08-06 17:27:54,0,false
4239133,4.1.9,iPhone XR,2023-08-24 23:09:11,1,true
3254856,4.1.9,iPhone XR,2022-08-28 01:25:53,0,true
3235218,4.1.9,iPhone XR,2022-08-23 20:40:56,0,false
2256478,4.1.9,iPhone XR,2021-08-15 08:11:04,0,false
4246629,4.1.9,iPhone XS,2023-08-26 17:33:55,0,true
3887469,4.1.9,Pixel 8 Pro,2023-06-06 15:05:16,21,false
4304118,4.1.9,iPhone 11 Pro,2023-09-09 14:32:43,0,false
4205242,4.1.9,iPhone 11 Pro,2023-08-17 18:14:12,0,false
2357025,4.1.9,iPhone 11 Pro,2021-09-05 10:16:23,29,false
4255756,4.1.9,iPhone 11 Pro,2023-08-28 12:43:00,1,false
2318493,4.1.9,iPhone 12 Pro,2021-08-28 15:42:46,8,false
2388821,4.1.9,iPhone 12 Pro,2021-09-12 16:11:49,0,false
1389598,4.1.9,iPhone 12 Pro,2019-11-02 17:15:27,44,false
1665681,4.1.9,iPhone 12 Pro,2020-09-26 15:12:12,13,false
4231192,4.1.9,iPhone 12 Pro,2023-08-22 17:03:48,0,false
1731686,4.1.9,iPhone 12 Pro,2020-11-12 13:12:48,0,true
1404983,4.1.9,iPhone 12 Pro,2019-12-06 16:00:00,0,false
4347185,4.1.9,iPhone 12 Pro,2023-09-22 18:42:38,6,false
4255364,4.1.9,iPhone 12 Pro,2023-08-28 08:53:56,28,true
1737320,4.1.9,iPhone 12 Pro,2020-11-17 05:47:32,2,false
2520504,4.1.9,iPhone 13 Pro,2021-10-28 15:31:34,0,false
1389058,4.1.9,iPhone 13 Pro,2019-11-02 16:15:02,0,false
3226994,4.1.9,iPhone 13 Pro,2022-08-21 20:15:23,0,true
3305413,4.1.9,iPhone 13 Pro,2022-09-09 19:36:47,0,false
2108049,4.1.9,iPhone 13 Pro,2021-06-22 20:55:50,0,false
3211420,4.1.9,iPhone 13 Pro,2022-08-19 08:45:06,0,false
4315758,4.1.9,iPhone 13 Pro,2023-09-12 21:27:43,1,false
3278109,4.1.9,iPhone 13 Pro,2022-09-03 11:59:07,0,false
1389804,4.1.9,iPhone 13 Pro,2019-11-03 00:37:24,1,false
1795125,4.1.9,iPhone 13 Pro,2021-02-05 23:06:18,0,false
3401882,4.1.9,iPhone 13 Pro,2022-10-08 18:55:18,0,false
4219766,4.1.9,iPhone 13 Pro,2023-08-20 00:34:14,0,false
1730781,4.1.9,iPhone 13 Pro,2020-11-10 17:09:51,0,false
4236668,4.1.9,iPhone 13 Pro,2023-08-24 10:53:19,0,false
4220073,4.1.9,iPhone 13 Pro,2023-08-20 01:27:55,0,false
2421673,4.1.9,iPhone 13 Pro,2021-09-23 16:38:26,0,false
1744370,4.1.9,iPhone 13 Pro,2020-11-23 20:43:50,0,false
2507573,4.1.9,iPhone 13 Pro,2021-10-23 14:44:24,0,false
3184982,4.1.9,iPhone 13 Pro,2022-08-12 23:34:19,0,false
2403805,4.1.9,iPhone 13 Pro,2021-09-18 00:22:22,13,false
1802920,4.1.9,iPhone 13 Pro,2021-02-17 21:26:29,0,false
1707457,4.1.9,iPhone 13 Pro,2020-10-22 14:36:20,28,true
3263143,4.1.9,iPhone 13 Pro,2022-08-30 14:16:08,0,false
4298845,4.1.9,iPhone 13 Pro,2023-09-08 10:21:11,4,false
2560996,4.1.9,iPhone 14 Pro,2021-11-17 11:46:12,0,false
4094110,4.1.9,iPhone 14 Pro,2023-07-21 12:41:31,55,false
4197443,4.1.9,iPhone 14 Pro,2023-08-15 17:24:59,0,false
2977816,4.1.9,iPhone 14 Pro,2022-06-19 10:46:02,0,false
2518607,4.1.9,iPhone 14 Pro,2021-10-27 12:05:00,2,true
3226048,4.1.9,iPhone 14 Pro,2022-08-21 18:09:40,0,false
1476141,4.1.9,iPhone 14 Pro,2020-06-05 20:26:57,0,false
1654466,4.1.9,iPhone 14 Pro,2020-09-20 13:35:07,19,false
4251811,4.1.9,iPhone 14 Pro,2023-08-27 13:59:56,2,false
3981331,4.1.9,iPhone 14 Pro,2023-06-28 16:47:32,0,false
3267255,4.1.9,iPhone 14 Pro,2022-08-31 20:42:50,1,false
4284703,4.1.9,iPhone 14 Pro,2023-09-03 20:34:59,0,false
3300608,4.1.9,iPhone 14 Pro,2022-09-08 09:33:02,0,false
3613291,4.1.9,iPhone 14 Pro,2023-03-11 18:13:06,0,true
4235173,4.1.9,iPhone 14 Pro,2023-08-23 20:04:16,1,false
4262346,4.1.9,iPhone 15 Pro,2023-08-30 19:50:12,0,false
2394007,4.1.9,iPhone 15 Pro,2021-09-14 15:19:53,228,false
2395025,4.1.9,iPhone 15 Pro,2021-09-14 21:56:59,18,false
2318410,4.1.9,iPhone 15 Pro,2021-08-28 15:29:27,52,false
